harley01_pic;Harley Quinn;;;;;;;;;;;;;x
harley01_pic_desc;Hidden.;;;;;;;;;;;;;x
harley02_pic;Portrait;;;;;;;;;;;;;x
harley02_pic_desc;Hidden;;;;;;;;;;;;;x
harley03_pic;Portrait;;;;;;;;;;;;;x
harley03_pic_desc;Hidden;;;;;;;;;;;;;x
harley04_pic;Portrait;;;;;;;;;;;;;x
harley04_pic_desc;Hidden;;;;;;;;;;;;;x
harley05_pic;Portrait;;;;;;;;;;;;;x
harley05_pic_desc;Hidden;;;;;;;;;;;;;x
batgirl01_pic;Portrait;;;;;;;;;;;;;x
batgirl01_pic_desc;Hidden;;;;;;;;;;;;;x
batgirl02_pic;Portrait;;;;;;;;;;;;;x
batgirl02_pic_desc;Hidden;;;;;;;;;;;;;x
batgirl03_pic;Portrait;;;;;;;;;;;;;x
batgirl03_pic_desc;Hidden;;;;;;;;;;;;;x
batgirl04_pic;Portrait;;;;;;;;;;;;;x
batgirl04_pic_desc;Hidden;;;;;;;;;;;;;x
poisonivy01_pic;Portrait;;;;;;;;;;;;;x
poisonivy01_pic_desc;Hidden;;;;;;;;;;;;;x
dashparr02_pic;Portrait;;;;;;;;;;;;;x
dashparr02_pic_desc;Hidden;;;;;;;;;;;;;x
hela01_pic;Portrait;;;;;;;;;;;;;x
hela01_pic_desc;Hidden;;;;;;;;;;;;;x
hela02_pic;Portrait;;;;;;;;;;;;;x
hela02_pic_desc;Hidden;;;;;;;;;;;;;x
spidergwen01_pic;Portrait;;;;;;;;;;;;;x
spidergwen01_pic_desc;Hidden;;;;;;;;;;;;;x
spidergwen02_pic;Portrait;;;;;;;;;;;;;x
spidergwen02_pic_desc;Hidden;;;;;;;;;;;;;x
spidergwen03_pic;Portrait;;;;;;;;;;;;;x
spidergwen03_pic_desc;Hidden;;;;;;;;;;;;;x
spidergwen04_pic;Portrait;;;;;;;;;;;;;x
spidergwen04_pic_desc;Hidden;;;;;;;;;;;;;x
captainmarvel01_pic;Portrait;;;;;;;;;;;;;x
captainmarvel01_pic_desc;Hidden;;;;;;;;;;;;;x
